"s_suppkey","s_nationkey","s_comment","s_name","s_address","s_phone","s_acctbal"
9364,21,furiously pending hockey players nag furiously among the ironic dependencies. sl,Supplier#000009364,iKTpC8TyGmstK95Jrrrvfx,"475-973-5167",28.6700
9365,17,accounts despite the furiously regular deposits haggle slyly about the furiously e,Supplier#000009365,lYcKfErB15BF0E,"528-896-2727",-45.2600
9366,9,ironic theodolites haggle slyly across the blithely ironic deposits. unusual deposits,Supplier#000009366,"3GcaUvM2ssM71SmI0cEExZ3","855-624-1387",-522.3600
9367,24,final platelets use blithely against the carefully unu,Supplier#000009367,"x gJu8 9O,we2brOBAAl","370-873-4462",5529.4200
9368,19,regular packages against the busily final platelets haggle blithely silent deposits. expre,Supplier#000009368,D2nVcJ9tk1GxvGwiq,"881-582-4572",7457.8600
9369,3,quickly final dolphins are quickly along the final packages. ir,Supplier#000009369,"qOFf, B6dUXVuwJNCNQjTp","298-286-5767",3299.6600
9370,16,slyly silent deposits use quickly sile,Supplier#000009370,"xX7yLJXwG6Qf9B8qpukwkeE81CiM963dz,","468-288-2773",6336.2800
9371,11,quickly bold accounts wake carefully alo,Supplier#000009371,"VHQr,a9wtItZLhpJUTmp44woioIFHgjWj7oP3AM","843-579-9816",5348.0100
9372,10,slyly bold pinto beans wake carefully about the quick,Supplier#000009372,LzSyjmklYFktkm7LSPP0tixboEj3,"901-154-6412",4124.8900
9373,9,bold special packages wake blithely furiously silent requests. special theodolites haggle f,Supplier#000009373,KbBUhMfO0y4mMX6kOJNrbcYOogH1BFqkVvhVYi,"978-437-5815",8463.1600
9374,8,ruthlessly close packages use. carefully even exc,Supplier#000009374,"iqHA6ONJi7rMZLr,HzSXI 2w","288-779-8407",7441.8000
9375,20,carefully final pinto beans play carefully above the furiously unusual accounts. quickly fi,Supplier#000009375,"7sNjqAKGQ8","171-436-9305",9162.1500
9376,10,express packages according to the quickly pending accounts cajole fluffily blithely final pinto,Supplier#000009376,ZqwJoN neISEUBO8AgpAZZl,"466-289-1707",6974.8900
9377,18,furiously regular instructions x-ray furiously along the accounts. furio,Supplier#000009377,"tK8WjWdAzMzZVsyyeePgPYd1AcZBaf,","558-204-1673",200.0800
9378,17,furiously regular foxes caj,Supplier#000009378,MJZvPIRemgX3gMCd,"684-407-7940",3238.4900
9379,0,requests boost quickly against the express regular requests. quickly final ,Supplier#000009379,"T4XIfvvROwtvckI,,hPXedAkTqx,TUQxeW","504-606-8521",554.1800
9380,4,fluffily ironic pinto beans wake about the blithely bold deposits. bl,Supplier#000009380,"aHn6u3Wyj92,jq4RFzLe","291-184-2854",8179.5800
9381,14,slyly regular dependencies wake slyly silent special pains. even instructions ,Supplier#000009381,msG6aTgqiYoguOKD5PjlxC,"667-359-4351",-591.1400
9382,21,furiously ironic dolphins use. final even packages ha,Supplier#000009382,fYlp0eSIc5ukXFozx01xLgnN9D,"749-931-2350",2284.4600
9383,16,even deposits was fluffily evenly regular foxes. fur,Supplier#000009383,"KQsTK 4Q,wnctEjMk","318-229-8723",5848.1400
9384,2,furiously blithe tithes wake slyly express ,Supplier#000009384,derMoV91 t5u8mHueL4jTyQAKsOA,"830-156-1894",7100.7600
9385,11,carefully regular instructions at the bold ideas ,Supplier#000009385,"FAX7,LFub r0h,1uSKT","579-416-9336",6638.0900
9386,24,slyly regular pinto beans haggle a,Supplier#000009386,BDdWvOfWO aoRS3sKcgxmbCpfoRtsuZMll,"988-815-7620",4383.9000
9387,16,furiously unusual dolphins sleep: carefully fin,Supplier#000009387,OBqD7 b0aGMXG9PctgVvdcwHokH69xG3ZmBNe0DE,"846-492-4145",1495.7500
9388,24,blithely final ideas cajole alongside of the blithely final deposits. slyly ironic soma,Supplier#000009388,e5jIeNG75gVIlJyOdU xsS9Kkygau2K,"804-330-1197",3199.7200
9389,1,pinto beans sleep? carefully ironic packages haggle above th,Supplier#000009389,"FkR11rfBDtvmd hZ5GiBgHW2G,Ir063","946-127-9738",-23.8500
9390,9,final final dependencies haggle blithely pending foxes. slyly regular pinto beans after,Supplier#000009390,"3mu9TrR5IuVqBrn4v4Mhko,VjLhsmI3F","229-664-4930",7259.5200
9391,19,enticingly special instructions are blithely ironic pinto beans.,Supplier#000009391,wn9WVq 1Vq2ktcDaTDyPiDVh72sb8PN2l,"545-446-6496",468.3500
9392,4,deposits after the fluffily thin asymptotes ,Supplier#000009392,lEQOwXedCl12uDwOcBRTT0kMsBY,"564-741-2724",7930.0000
9393,23,blithely pending requests boost furiously quickly ironic pinto beans. busily special reques,Supplier#000009393,"sYuOPgXuySZkmdNSi7cwva7RGst1xy,zhaXVN","174-364-8652",114.5000
9394,22,furiously silent deposits are express theodolites. furiously ironi,Supplier#000009394,C9L1QfuInwwdrOtmPePMl2U8gr4UdgyaX,"312-488-5859",5570.1100
9395,16,packages sleep. pinto beans,Supplier#000009395,"fS71Xjp,V,hshHHKjPy7eI7f9EWoS","554-871-9204",6652.9500
9396,20,foxes above the furiously ironi,Supplier#000009396,"VOoyEukAh00kvnPByo9DHgGRdol,vJfS","528-194-2266",7031.9400
9397,6,blithely special warhorses sleep slyly abo,Supplier#000009397,MbIeAQovdp,"810-984-8162",1119.3800
9398,11,regular ideas affix slyly above the silent regular packages,Supplier#000009398,alawpncortpTSszGbgmsMXIQhbbAc,"382-436-7692",1092.6900
9399,23,quickly permanent packages wake fluffily furiously ironic theodo,Supplier#000009399,"Weh s2,oFgVstsGBpArzKjt5q3b9V8T","921-277-5372",8407.9500
9400,7,regular instructions nag blithely. final deposits engage fluffily. furi,Supplier#000009400,shwlBrrfuyVQ0rV,"410-383-6103",9906.1400
9401,0,quickly bold accounts since the carefully regular idea,Supplier#000009401,SRxMccHXHsttYO,"719-489-3682",-578.2500
9402,14,pending decoys integrate quickly. slyly regular pinto beans breach; slyly r,Supplier#000009402,ZPaqdzm2ezJlTgRB6jwGavk1b4l16idt6Vl,"435-386-7881",4403.2300
9403,0,pending special somas wake. carefully ironic ide,Supplier#000009403,LL13AJ2Tks1yCHzICR2leWY1ohnSO,"506-433-7955",3037.7300
9404,3,ironic foxes boost along the carefully ironic packa,Supplier#000009404,"3biA,lsZngStFW9drJExlICb175Mem,hT","159-684-8838",8812.9700
9405,5,deposits are blithely fluffily final accounts. furious,Supplier#000009405,"4vCvrkyVlfk","224-327-7941",5505.2100
9406,13,slyly regular dependencies use blithely? carefully pending packages sleep afte,Supplier#000009406,S9gVywPpLKMBry,"435-483-3669",3038.6400
9407,0,furiously ironic theodolites boost furi,Supplier#000009407,fYubrRy7P b,"424-849-5424",9820.1300
9408,17,express ideas use blithely blithely regular sa,Supplier#000009408,"fSYQuYeODdT3JAF8majo5T0y,AcVNJ,VcD","257-203-9961",891.0000
9409,6,blithely regular excuses wake carefully alongside of ,Supplier#000009409,"8G,zVHuumykLPx4gGzMNlZtzKWEG1w6DVhzK","251-972-8480",139.0500
9410,14,quickly pending platelets cajole along the ironic sauternes. carefully express theodolite,Supplier#000009410,"2yUTh7pQ1gZdX0sjtFw","436-775-2417",871.7300
9411,20,idle courts print carefully along the fluffily express accounts.,Supplier#000009411,fXh8W9o9yzT4RA JVslZ1CK9,"970-142-9443",4405.1100
9412,7,special express accounts use. ideas use. fur,Supplier#000009412,yzRcXCFIWB,"511-740-7720",4243.2700
9413,8,carefully even foxes boost. even foxes around the special deposits wake slyly along the ironic iron,Supplier#000009413,"Oyh8SG3GaW3Fj,IhblY","306-599-4905",3604.3000
9414,10,fluffily express deposits across the quickly slow a,Supplier#000009414,"8H9J5ss2UqQry1GwDIoU4iZC1jBlQ43O","504-528-3389",2065.8500
9415,3,fluffily unusual accounts are. unusual ruthless ideas nag. ,Supplier#000009415,bHgXPKKFydHqeHWF2FOx L5puOy3,"761-673-5148",3776.1000
9416,5,slyly bold theodolites near the evenly bold asymptotes cajole express special ideas? ironic platelets,Supplier#000009416,XjS4hhJnX1AH7oJhMrrZ,"688-586-9143",8783.2800
9417,6,quietly silent dependencies haggle quickly.,Supplier#000009417,rh2Aai9HFdyg,"653-811-1248",1860.9200
9418,2,pains are. slyly even platelets cajole above the busily bold packages. even ironic packag,Supplier#000009418,MFUITvq5hae2LQFzr47MROrLDGxY6F4wIiPg6o,"218-462-7844",1461.4200
9419,9,silent accounts atop the foxes nag furiously furiously reg,Supplier#000009419,"8sh9F3G5xg3Zt","743-691-6057",-659.3800
9420,7,express packages boost idly carefully ironic deposit,Supplier#000009420,"t6Mv,euGYtFaQ7Su0yCCedyWADir2jsIP29NbE","886-908-9755",8883.6600
9421,7,express regular requests acro,Supplier#000009421,LkFqNxH6j8geKE,"474-444-6539",6698.1300
9422,7,slyly furious ideas detect,Supplier#000009422,qYXjvxoauEfVmHYc0BsmHW7z,"377-142-5269",3229.3200
9423,9,express realms detect carefully. blithely ironic somas sleep slyly along the request,Supplier#000009423,uj30vPW3mz2jPe34x5,"896-548-3727",-310.9700
9424,1,slyly unusual deposits boost along the final fluffy pinto bean,Supplier#000009424,"8mzK 5RnLkqw8hJgn","457-518-2322",980.8000
9425,17,carefully silent asymptotes eat. furiously bold requests whithout the slyly special foxes,Supplier#000009425,dmXXxeh8GwoYEwB,"941-569-3606",-585.1500
9426,24,final regular packages about the ex,Supplier#000009426,N16ptlWBBfOn3ph8sXlHRJ9E80BYRKNC9IoK,"390-293-6939",4101.8300
9427,4,slow instructions affix carefully. final excuses ,Supplier#000009427,"oGU1FLXTNrSDSNn19,uL iajQLI5a9blH56fXk","890-101-8003",-841.4000
9428,4,slyly ironic foxes should run slyly ,Supplier#000009428,xwRfUpQAYL,"198-715-9517",1320.9100
9429,0,furiously special requests nag carefully.,Supplier#000009429,DU1W SfaxKOnQi9t1w0,"905-891-2984",-101.2400
9430,3,fluffily final excuses wake packages. blithely special theodolites snooze quickly? theodolit,Supplier#000009430,"o9tH6LSWHfIjTY48,WRHVfDT7rTyUIhxVD","481-940-2682",9950.8200
9431,24,express deposits boost carefully. regular deposits integrate furiously above the final account,Supplier#000009431,uLHAKjOOc6eN6CA3CZOKu2,"666-233-6576",9160.8700
9432,7,regular orbits wake enticingly after the sheaves. ideas after the blithely express attainments use ,Supplier#000009432,"K0z9cO2P,I9pIxs5h","641-954-1465",7050.8400
9433,5,quickly even theodolites nag slyly. packages boost slyly even instruc,Supplier#000009433,tgB9VApa0HZjyHevRCcxdXcKJRdfU1k9,"994-630-5186",2162.8600
9434,13,accounts are quickly express accounts. slyly silent sauternes use. fluffily bold,Supplier#000009434,a3m9GIwpPnRRkLPsv5w9WWqOYZz6rGkHddyrv ,"949-883-4043",3140.7700
9435,23,packages solve slyly along the quickly final requests. slyly even somas w,Supplier#000009435,"yGF al,BMLagat8lWwMOByWUP0 KGObv","329-543-8784",1505.1400
9436,11,pending accounts sleep regular ironic accounts. quickly regular packages use slyly slyly final pinto,Supplier#000009436,Tt8sYdt0WE03WfvOMhuN4HFQukYmdKA9y,"244-722-2711",2331.3300
9437,9,ironic deposits are against the bold instructions. fluffily ,Supplier#000009437,"ZeQEZf1nTY2mY0zwem6wG,2","772-492-8259",1357.1100
9438,2,ironic even foxes nag fluffily about the slyl,Supplier#000009438,T4Hn3q5137YvoAe7dH,"743-571-4690",846.4800
9439,2,quickly ironic requests use slyly against the blithely special dugouts. slyly,Supplier#000009439,zNacleHxlPwXuQhn,"112-942-5106",496.6000
9440,1,deposits are furiously. regular dependencies sleep. blithely even,Supplier#000009440,"9i18xJtVHomm7KYot,59dD8K","847-996-5080",3746.6900
9441,19,quietly express foxes according to the final silent foxes nag idly among the unus,Supplier#000009441,Yx99T3wRpfwfK,"847-912-1371",8684.2900
9442,18,furiously special accounts wake quickly. regular bold pinto beans affix carefully express depo,Supplier#000009442,ApdcDWFDfGwvJ3vmEtPfuYUgN1,"769-329-8006",-524.2500
9443,2,bravely final accounts are quickly. boldly dogged theodolites haggle furiously finally regular p,Supplier#000009443,JuZV ALjDUYiwBWGxFFfCf02BN530hoOI,"666-949-2210",-94.8800
9444,7,ironic unusual packages sleep accounts. carefully pending foxes wake furiously across ,Supplier#000009444,"1OXB3qmNa1NI6Lf 5WFewT6ppdcn7lGqp","639-744-3446",2529.5200
9445,16,blithely express accounts wake quickly along ,Supplier#000009445,Z1ZDXHrZXVI,"826-487-2843",-471.6500
9446,7,even theodolites boost bravely carefully pending,Supplier#000009446,NzlovrpL5X2EUxNqPYPg5uNLB2FmmSd8UT,"256-477-7243",5185.1100
9447,19,blithely regular packages impress about the furiously express packages. special packages cajol,Supplier#000009447,"Oy1,QGj6wx8sGv861Y,CW1 SSRv 1H2X","193-860-3564",9921.3900
9448,10,blithely regular accounts are furiously accor,Supplier#000009448,vTMSrG2EIuUCUx3nTTNcHMv,"853-150-3798",2531.7900
9449,14,final final requests boost fluffily. slyly express pinto ,Supplier#000009449,"yv3QsX9G XYZJJ,k","271-819-5093",8257.3600
9450,17,blithely ironic instructions across the furiou,Supplier#000009450,"6Jt4R1caKB kW","565-122-3517",1459.7500
9451,21,blithely regular orbits according to the ironic fin,Supplier#000009451,qo54f1IrC0QOupy2zF6oiI7b,"213-593-6587",725.4500
9452,12,quick deposits doze carefully fluffily final deposits. regular account,Supplier#000009452,O4NT5HEiBVizA,"123-663-8946",2948.2600
9453,6,furiously even instructions was furiously during the slyly even pinto ,Supplier#000009453,"V9zOVlwEhHA0jrP6OKL6mSEw7tgqscZJq,x m9","928-512-7323",5026.2600
9454,6,fluffily regular packages sleep blithely.,Supplier#000009454,ZdiG2bkCdA,"827-630-7064",9574.7100
9455,17,blithely regular dolphins wake. even ironic accounts use furiously. slyly pending deposit,Supplier#000009455,A4agUS0ZkZ0UsXSx1hNcJ43wt0i6qhNpoB,"660-345-4407",2977.2200
9456,21,ironic deposits across the ironic deposits dazzle about the carefully even ac,Supplier#000009456,TyOrmL1fKmRZQG7GG6MNBoaiv8oqHLBndivM,"169-703-3018",5197.8000
9457,13,patterns nag slyly across the furiously special instructions. qui,Supplier#000009457,"id0dlFAq8,dS5hI58FeK","424-604-4555",2048.9500
9458,21,slyly express accounts among the even pending deposits detect slyly about ,Supplier#000009458,LnewS5Aawmvt8W lJPpfLAQ09rC78tFEley1w1,"281-723-7594",5309.0400
9459,5,blithely final ideas haggle blithely blithely silent excuses. unusual final packages at the i,Supplier#000009459,bmIMxvEvtHvppgJZ7SpeZi,"396-758-9380",4719.5000
9460,9,ironic foxes print fluffily even requests. express ironic accounts are. silent waters sleep alongsid,Supplier#000009460,xinKwpvZOoYbQ9wiwgWSmJjwrR4cuePKXc5,"453-375-1458",1696.4800
9461,23,daringly pending packages wake. final de,Supplier#000009461,"mWIMP7,Badu0BIWAMtBFMZszm1BGnJi","833-875-1280",9647.3500
9462,14,fluffily silent notornis cajole about the final warhorses: iro,Supplier#000009462,r84dsAkiukb639A2hIIwSOD3em,"824-345-7612",8566.9800
9463,15,furiously unusual deposits cajole blithely at the carefully,Supplier#000009463,"8jxEsJmjmg83,7s3pTP9XGhpD0Wse5D,b","847-226-9292",5918.8900
9464,2,final unusual foxes use blithely. deposits use blithely regular special requests.,Supplier#000009464,"SGK4pfL,Mpv3hqdwypUkhGGccgfCBrtWOo","459-769-3264",6359.5400
9465,21,carefully even pinto beans sleep blithely about the blithely regular,Supplier#000009465,"rBO4DWSsRUUnMxN,gNgyQCKk2pwSMCj3hzF43bz","746-732-6153",6703.7000
9466,9,finally ironic requests boost. express regular excuses haggle furiously slyly even packages. pa,Supplier#000009466,YVwCK4Cw9a6xs2echxQ,"509-353-1390",-571.3600
9467,10,quickly permanent platelets among the silent courts sleep ,Supplier#000009467,l31HnDVxS1tZqZaup,"716-671-9305",6155.8100
9468,22,unusual theodolites detect about the regular packages. carefully unusual pinto beans may,Supplier#000009468,VuXE28GpS8,"887-623-6132",7050.0900
9469,9,quickly final warthogs use. final ir,Supplier#000009469,tflwXzheqANKQfdad1Su7Z,"965-193-5294",2480.0100
9470,6,slyly final accounts above the carefully bold accounts thrash about the express special foxes. thin p,Supplier#000009470,DaoNqpJ3SOs16cJCApfE0p3VNsu9VIavxs,"518-975-8387",8998.6200
9471,5,fluffily express multipliers poach final ironic requests. warthogs according to,Supplier#000009471,dLD 2MqYtsVB43ctCwEQQXXUUwQvkvOkbdNP,"438-586-7731",8470.2600
9472,15,final deposits outside the final packages haggle even a,Supplier#000009472,"5,41u5PNFjTe CrJ80vaCgho","184-411-4334",5155.7200
9473,13,carefully permanent deposits detect quickly. express instructions among the regular sauternes boost bl,Supplier#000009473,"z4ePPKPcMNBOhAQrj,U0Xr2z8Uv ","406-400-4952",2351.6300
9474,8,blithely regular escapades shall ,Supplier#000009474,"7UnS8AVTrn4EcU u","616-427-4528",3471.5300
9475,24,furiously bold accounts detect slyly c,Supplier#000009475,",rXLO3  aEtafVbI8OW,MCZyupypsphxysDWdCQ","913-180-3560",664.4800
9476,1,carefully silent platelets eat slyly careful,Supplier#000009476,j0LkdKrWqYo3FYRznU2,"245-500-8145",1247.6700
9477,1,quickly ironic foxes sleep? blithely ironic deposits sleep. carefully r,Supplier#000009477,"2JX5dte2Y8W5c9y35 ","512-413-3768",2942.3800
9478,2,ironic regular requests sleep blithely above the slyly express deposits. slyly dogged deposit,Supplier#000009478,"41PosuRZ5PihAIqOUVMzFlu,","880-149-3387",3108.8000
9479,22,furiously regular deposits wake furiously. slyly final pinto beans wake carefully. unusual even a,Supplier#000009479,d6RQZH3cPVLWiYCMJrfOBzgate0rvflVQp S4Tm1,"298-869-3279",1409.1300
9480,15,sometimes bold theodolites sleep carefully.,Supplier#000009480,qcq3quq5CtaOh5BGbX8e0QvKywVA,"907-136-4494",7305.6200
9481,11,quickly regular packages are furiously. carefully regular i,Supplier#000009481,"cvMz4,BI6PIJxYW1r0ZQ","847-148-9423",7199.7200
9482,10,slyly final requests nag slyly. quickly bold packages among the quickly ex,Supplier#000009482,CilXlfR48ynOZ9QbZUb4U18dXa,"669-945-7923",6570.8900
9483,22,ironic theodolites along the special bo,Supplier#000009483,"RS3YczPz,4FU5jXP7qoEDDP","441-602-8394",9649.9600
9484,17,final foxes lose idly above the blithely unu,Supplier#000009484,"yH1Bk2u,9Nj4RURB8q Is9,VzMi8atfAH","142-129-2030",4108.4400
9485,9,unusual packages are quickly. fluffily final accounts wake slyly. sly,Supplier#000009485,AiWmbyzdTbD9YYQ6s7f,"798-200-8403",-910.6100
9486,5,furiously express theodolites are carefully doggedly pending accounts. slyly,Supplier#000009486,M1leCLgAwnbZM6o18lgNXfag505EUrm,"340-444-9511",3151.8600
9487,19,thinly bold requests cajole. fluffily even pi,Supplier#000009487,Md2HZNwJXPiVOx13ie,"832-451-2153",5825.1800
9488,23,regular even courts believe,Supplier#000009488,"3tKqop2BkLj9zUwf6xjp","168-766-4490",5771.3500
9489,4,furiously special requests sleep blithely dogged pending accounts. bold regular accounts wake quiet,Supplier#000009489,ZkPalZMqdoA0iQUkubFXtcD,"617-333-4304",3511.3700
